time_to_empty_s
4.808653916165719238e+03
4.830115885003863696e+03
4.792592633117696096e+03
4.574789708411113679e+03
4.801766818771271573e+03
4.777204081403398959e+03
4.746085335840241896e+03
4.661952947705733095e+03
4.789133463513514471e+03
4.791460785454602956e+03
4.648665733616180660e+03
4.686205793203744179e+03
4.702812975523520436e+03
4.742884219631912856e+03
4.524536466713556365e+03
4.744387419495307768e+03
4.617982622867355531e+03
4.729990401534304510e+03
4.654143065213658701e+03
4.692882696635963839e+03
4.775468183412567669e+03
4.655349438402021406e+03
4.660113136064784157e+03
4.718471147493499302e+03
4.805039876557182652e+03
4.551610796272164407e+03
4.731428620316737579e+03
4.862549971422416093e+03
4.841402578973960772e+03
4.707729529957807245e+03
4.690590826248155281e+03
4.670532342461547159e+03
4.798989129732541187e+03
4.733130682172954039e+03
4.612335524107124002e+03
4.804384407582355379e+03
4.752251944962741618e+03
4.693047102255644859e+03
4.759066790355142984e+03
4.593786149049099549e+03
4.781221581989084370e+03
4.796943275764274404e+03
4.714380460290269184e+03
4.823970670073456859e+03
4.692722561248430793e+03
4.686128251183326938e+03
4.518803100797141269e+03
4.502473236446183364e+03
4.529220103263198325e+03
4.750237690921107060e+03
