temp_c,t_end_s,tte_h,soc_end,v_end,temp_max_c
0.000000000000000000e+00,1.065000000000000000e+03,2.970861064123438977e-01,4.085120221536818197e-01,3.009175114110765215e+00,2.500000000000000000e+01
2.500000000000000000e+01,1.895000000000000000e+03,5.269612361024011982e-01,8.121903658905732515e-02,3.207997163444452848e+00,3.717795660278187597e+01
4.000000000000000000e+01,4.765000000000000000e+03,1.323751215842433382e+00,1.763647646908715616e-02,3.105930466498600495e+00,4.600867269218264255e+01
