time_to_empty_s
4.940528837698931966e+03
4.985051646733089910e+03
4.936702568108941705e+03
4.815098061112516007e+03
4.936826626636428955e+03
4.933956983276244500e+03
4.913590898144971106e+03
4.875459377644056985e+03
4.939575026469119621e+03
4.920082024202727553e+03
4.826097084222938975e+03
4.876942468813960659e+03
4.870120011617616001e+03
4.919422243759040612e+03
4.771578626735616126e+03
4.933247090734060293e+03
4.813935298390802018e+03
4.864723488628977975e+03
4.870419496810986857e+03
4.886756558226883499e+03
4.907761447486726865e+03
4.868058423901207789e+03
4.854761776659379393e+03
4.870231058599501921e+03
4.960522409991103814e+03
4.798194743832166751e+03
4.896436682783257311e+03
4.965501952302487553e+03
4.966329528971560649e+03
4.894824946770047973e+03
4.892007989049382559e+03
4.864796755504189605e+03
4.936900406690096133e+03
4.866996724291210739e+03
4.851527603048660239e+03
4.908094300906370336e+03
4.910219573441258035e+03
4.853859283859942479e+03
4.938029936864661067e+03
4.808120118013671345e+03
4.958430226181341823e+03
4.928739347104261469e+03
4.877303136591787734e+03
4.940479400749539309e+03
4.847766776861608378e+03
4.843598263204364230e+03
4.773518615427939039e+03
4.837890690257655478e+03
4.771783672806195682e+03
4.894228093287036245e+03
