temp_c,t_end_s,tte_h,soc_end,v_end,temp_max_c
0.000000000000000000e+00,1.065000000000000000e+03,2.961712439075172565e-01,4.078384990810401955e-01,3.005816299562291682e+00,2.500000000000000000e+01
2.500000000000000000e+01,1.900000000000000000e+03,5.283780656215664173e-01,8.034366404086153157e-02,3.209228546820301453e+00,3.717927333844482973e+01
4.000000000000000000e+01,4.770000000000000000e+03,1.325927186308234917e+00,1.786719063241639857e-02,3.118746487457345395e+00,4.600745034355242069e+01
