t_s,soc,temp_k,soh,v_term,v_ocv,current_a,p_screen,p_cpu,p_wifi,p_gps,p_net,p_load,p_charge,p_total,p_heat,label
405.0,0.6467839587585067,311.545585992542,0.9999586494991971,3.6058587161019178,3.894300908921713,5.422328770660761,2.2221813813307127,17.170270680591642,0.1,0.5,0.09999605226543844,19.99321765467831,0.0,19.992428375514994,20.51717260957952,SOH=1.0
410.0,0.6445601586778059,311.54621903292025,0.9999581657075309,3.6040268776961626,3.892685478273593,5.424864904090665,2.222177391961662,17.16989678493798,0.1,0.5,0.09999587274761891,19.99287456977708,0.0,19.992049413385356,20.518331753048212,SOH=1.0
415.0,0.6423391197660219,311.5468545250679,0.9999576824145436,3.602199110226141,3.8910751805515775,5.4273967974643575,2.222173226502045,17.16952013857848,0.1,0.5,0.09999568530589112,19.99253009343403,0.0,19.991667476915875,20.519495687333823,SOH=1.0
420.0,0.6401208221216683,311.54749251580864,0.9999571996203888,3.600375370186458,3.889469991398308,5.429924474339224,2.2221688773885884,17.16914065704408,0.1,0.5,0.09999548959991494,19.9921841995253,0.0,19.99128247203216,20.52066450000904,SOH=1.0
425.0,0.6379052459643587,311.5481330523755,0.9999567173252221,3.5985556144261284,3.8878698869931374,5.432447957125502,2.222164336741044,17.168758253178773,0.1,0.5,0.09999528527508665,19.99183686168349,0.0,19.990894301570336,20.521838279428287,SOH=1.0
430.0,0.6356923716345877,311.5487761824155,0.9999562355291997,3.5967398001374,3.886274844043092,5.434967267065951,2.222159596349193,17.16837283703642,0.1,0.5,0.09999507196195424,19.99148805329452,0.0,19.990502865157335,20.523017114734376,SOH=1.0
435.0,0.6334821795935206,311.5494219539955,0.9999557542324803,3.594927884844956,3.884684839774142,5.437482424213672,2.222154647659331,17.167984315773303,0.1,0.5,0.09999484927560906,19.99113774749428,0.0,19.99010805908629,20.52420109586435,SOH=1.0
440.0,0.6312746504228067,311.55007041560646,0.9999552734352248,3.5931198263955135,3.883099851922843,5.439993447408143,2.2221494817602,17.167592593536867,0.1,0.5,0.09999461681505303,19.990785917165656,0.0,19.989709776187382,20.525390313555096,SOH=1.0
445.0,0.6290697648244191,311.55072161616727,0.9999547931375946,3.591315582947776,3.881519858728285,5.442500354249593,2.222144089368373,17.167197571350805,0.1,0.5,0.09999437416254074,19.990432534936243,0.0,19.989307905694425,20.52658485934925,SOH=1.0
450.0,0.6268675036204918,311.5513756050303,0.9999543133397539,3.5895151129627694,3.8799448389243274,5.445003161071071,2.222138460813038,17.166799146994517,0.1,0.5,0.0999941208828948,19.990077573174872,0.0,19.988902333104924,20.52778482559904,SOH=1.0
455.0,0.6246678477532032,311.5520324319832,0.9999538340418695,3.5877183751945343,3.8783747717321817,5.447501882908996,2.22213258602018,17.16639721487957,0.1,0.5,0.09999385652279413,19.98972100398992,0.0,19.988492940036515,20.528990305471517,SOH=1.0
460.0,0.6224707782846586,311.5526921472543,0.9999533552441091,3.585925328681164,3.8768096368532334,5.449996533471375,2.2221264544961286,17.16599166592013,0.1,0.5,0.09999358061003352,19.98936279922636,0.0,19.98807960407646,20.530201392951646,SOH=1.0
465.0,0.6202762763968132,311.55335480151405,0.9999528769466433,3.584135932736192,3.8752494144621754,5.452487125104203,2.2221200553104508,17.165582387399585,0.1,0.5,0.09999329265275386,19.98900293046415,0.0,19.98766219862656,20.531418182846263,SOH=1.0
470.0,0.6180843233914028,311.554020445879,0.9999523991496451,3.5823501469403265,3.873694085200393,5.45497366875552,2.2221133770781543,17.165169262831206,0.1,0.5,0.09999299213864128,19.988641369015845,0.0,19.98724059274121,20.53264077078631,SOH=1.0
475.0,0.6158949006899052,311.554689131914,0.99995192185329,3.5805679311335084,3.872143630169617,5.45745617393744,2.222106407941188,17.164752171813976,0.1,0.5,0.0999926785340948,19.98827808592484,0.0,19.986814650959737,20.53386925322906,SOH=1.0
480.0,0.6137079898335253,311.55536091163447,0.9999514450577561,3.578789245407311,3.8705980309258248,5.459934648685758,2.2220991355492017,17.16433098988261,0.1,0.5,0.09999235128336031,19.987913051963503,0.0,19.986384233131975,20.535103727459408,SOH=1.0
485.0,0.6115235724832113,311.5560358375079,0.9999509687632239,3.5770140500976595,3.8690572694733905,5.462409099517521,2.22209154703954,17.16390558835255,0.1,0.5,0.0999920098076306,19.987546237632184,0.0,19.98594919423787,20.536344291591217,SOH=1.0
490.0,0.6093416304196849,311.55671396245623,0.9999504929698766,3.57524230577788,3.867521328259463,5.464879531385815,2.222083629016439,17.163475834157868,0.1,0.5,0.09999165350410899,19.987177613157172,0.0,19.985509384198966,20.53759104456672,SOH=1.0
495.0,0.6071621455435116,311.5573953398566,0.9999500176779008,3.573473973252067,3.865990190168581,5.4673459476323165,2.2220753675294027,17.163041589683893,0.1,0.5,0.09999128174503642,19.98680714848981,0.0,19.98506464768352,20.538844086156075,SOH=1.0
500.0,0.6049850998751968,311.55808002354206,0.999949542887486,3.571709013548761,3.864463838517505,5.469808349937336,2.222066748050713,17.16260271259336,0.1,0.5,0.09999089387667928,19.986434813305664,0.0,19.98461482390415,20.540103516956275,SOH=1.0
505.0,0.6028104755553101,311.5587680678024,0.9999490685988244,3.569947387914959,3.862942257050263,5.472266738267015,2.2220577554520498,17.16215905564541,0.1,0.5,0.09999048921827763,19.986060577003503,0.0,19.984159746407126,20.54136943838853,SOH=1.0
510.0,0.6006382548446427,311.55945952738404,0.999948594812112,3.568189057810428,3.861425429933419,5.474721110817928,2.2220483739801913,17.161710466508097,0.1,0.5,0.09999006706095144,19.985684408704753,0.0,19.983699242854,20.54264195269529,SOH=1.0
515.0,0.5984684201243988,311.56015445749006,0.9999481215275485,3.566433984902339,3.859913341751525,5.477171463958825,2.222038587231745,17.16125678756351,0.1,0.5,0.09998962666656358,19.985306277253066,0.0,19.98323313479464,20.543921162936247,SOH=1.0
520.0,0.5963009538964216,311.5608529137791,0.9999476487453358,3.5646821310602155,3.8584059775027866,5.4796177921695115,2.2220283781268835,17.160797855705702,0.1,0.5,0.09998916726653806,19.98492615121435,0.0,19.982761237431816,20.545207172983552,SOH=1.0
525.0,0.5941358387834511,311.56155495236425,0.9999471764656803,3.5629334583511967,3.8569033225949134,5.482060087976568,2.2220177288820433,17.160333502130538,0.1,0.5,0.09998868806063138,19.98454399887662,0.0,19.98228335937637,20.546500087515735,SOH=1.0
530.0,0.5919730575294295,311.56226062981114,0.9999467046887933,3.561187929035616,3.855405362841164,5.4844983418861855,2.2220066209815466,17.15986355211797,0.1,0.5,0.09998818821565565,19.984159788250672,0.0,19.981799302393448,20.54780001201117,SOH=1.0
535.0,0.5898125929998302,311.56297000313634,0.9999462334148882,3.5594455055629046,3.85391208445656,5.486932542313476,2.2219950351481046,17.159387824805396,0.1,0.5,0.09998766686415117,19.983773487070295,0.0,19.98130886113841,20.549107052739643,SOH=1.0
540.0,0.5876544281820414,311.56368312980425,0.9999457626441832,3.5577061505678103,3.8524234740543015,5.489362675508668,2.221982951312163,17.15890613295296,0.1,0.5,0.099987123103007,19.983385062793417,0.0,19.98081182288317,20.550421316753564,SOH=1.0
545.0,0.5854985461857806,311.5644000677244,0.9999452923769014,3.555969826866948,3.8509395186423294,5.491788725479656,2.2219703485800393,17.158418282699287,0.1,0.5,0.09998655599202738,19.982994482602905,0.0,19.98030796723149,20.551742911877316,SOH=1.0
