time_to_empty_s
4.938223607750465817e+03
4.982188942200612473e+03
4.934304212342824940e+03
4.812213406801473866e+03
4.934525230433699107e+03
4.931504659968036322e+03
4.910994848814157194e+03
4.872949378810826602e+03
4.937049175214475326e+03
4.917599431902956894e+03
4.823460354110028675e+03
4.874357707993073745e+03
4.867655633332784419e+03
4.916498403441744813e+03
4.768342411125986473e+03
4.930292969460600034e+03
4.811233758271188890e+03
4.862280799717943410e+03
4.867474470353814468e+03
4.884052207117907528e+03
4.905383501036949383e+03
4.864996258433695402e+03
4.852182779383305387e+03
4.867453728261141805e+03
4.957810364094815668e+03
4.795070635243376273e+03
4.893605625617696205e+03
4.963388754195158072e+03
4.963867807705590167e+03
4.892343285014520006e+03
4.889126065115793608e+03
4.862350294174962983e+03
4.934326562253028897e+03
4.864507776562824802e+03
4.848889664846707092e+03
4.905706174964235288e+03
4.907488370972061603e+03
4.851423376519132944e+03
4.935098991522634606e+03
4.805219680739599426e+03
4.955831465273085996e+03
4.926520475707175137e+03
4.874640127420620956e+03
4.937972361436684878e+03
4.845422744142041665e+03
4.841176445307616632e+03
4.770532628482539621e+03
4.834597192611558057e+03
4.768508063478164331e+03
4.891847085218922075e+03
