temp_c,t_end_s,tte_h,soc_end,v_end,temp_max_c
0.000000000000000000e+00,9.550000000000000000e+02,2.657973721734180894e-01,4.874706681328975222e-01,3.002440438449159643e+00,2.500000000000000000e+01
2.500000000000000000e+01,1.810000000000000000e+03,5.035690008793414219e-01,1.041582958306357942e-01,3.174850111930523688e+00,3.711648894189545445e+01
4.000000000000000000e+01,4.755000000000000000e+03,1.321558256869436399e+00,1.893318376012458060e-02,3.111829348083276603e+00,4.600464562518578759e+01
