time_to_empty_s
4.949844417443706334e+03
4.992293700788721253e+03
4.946242168059841788e+03
4.833615755988911587e+03
4.946348568559352316e+03
4.943660896044625588e+03
4.924551425403795292e+03
4.888975914796012148e+03
4.948979451992989198e+03
4.930615414756455721e+03
4.843579341718386786e+03
4.890371760761990117e+03
4.884025503131016194e+03
4.930175863196132013e+03
4.794291601879873269e+03
4.943200557995231975e+03
4.832498707394533994e+03
4.879034516314542998e+03
4.884479033733774486e+03
4.899528099799351367e+03
4.919044987536210101e+03
4.882366634198032443e+03
4.869866302656493644e+03
4.884224382208359202e+03
4.968873204034468472e+03
4.818341447229933692e+03
4.908607482463934502e+03
4.973515500172333304e+03
4.974318790115899901e+03
4.906974467461841414e+03
4.904501688410835413e+03
4.879098029591737031e+03
4.946470377733267924e+03
4.881143727183659394e+03
4.866901035007335850e+03
4.919361847782447512e+03
4.921445040646362941e+03
4.869010444759259371e+03
4.947697441183502633e+03
4.827265305545809497e+03
4.966843705041528665e+03
4.938721970835348657e+03
4.890733506121105165e+03
4.949833442346866832e+03
4.863397276229941781e+03
4.859574195214710016e+03
4.795944514730915216e+03
4.854714922581432802e+03
4.794495963550182751e+03
4.906404646940776729e+03
